image_path,maira_report,status,error,prompt,radgraph_rg_e,radgraph_rg_er,radgraph_rg_bar_er
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/103_3.jpg,"The heart size is mildly enlarged. The aorta is tortuous. The pulmonary vascularity is not engorged. Chain sutures are noted within the left mid lung field. Linear opacity within the right lung base likely reflects atelectasis. No focal consolidation, pleural effusion or pneumothorax is present. No acute osseous abnormality is seen.",ok,,Lordotic positioning. The cardiomediastinal and hilar contours are unremarkable. Possible minimal altectasis in the left lower lobe. No focal infiltrate identified. There is no pleural effusion or pneumothorax.,0.1904761904761905,0.1904761904761905,0.13333333333333333
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/103_4.jpg,The heart size is mildly enlarged. The mediastinal and hilar contours are unremarkable. There is no pulmonary edema. Lungs are clear without focal consolidation. No pleural effusion or pneumothorax is identified. No acute osseous abnormality is seen.,ok,,Lordotic positioning. The cardiomediastinal and hilar contours are unremarkable. Possible minimal altectasis in the left lower lobe. No focal infiltrate identified. There is no pleural effusion or pneumothorax.,0.35294117647058826,0.35294117647058826,0.3157894736842105
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/103_5.jpg,"The heart size is normal. The hilar and mediastinal contours are normal. The lungs are mildly hyperinflated, but otherwise clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.",ok,,Lordotic positioning. The cardiomediastinal and hilar contours are unremarkable. Possible minimal altectasis in the left lower lobe. No focal infiltrate identified. There is no pleural effusion or pneumothorax.,0.35294117647058826,0.35294117647058826,0.25
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/104_1.jpg,The heart size is top normal. The mediastinal and hilar contours are unremarkable. The pulmonary vascularity is normal. The lungs are clear. No pleural effusion or pneumothorax is present. No acute osseous abnormality is seen.,ok,,"There is no focal consolidation, pleural effusion, or pneumothorax. Lung volumes are low, likely due to recent procedure. There are linear opacities at the right base, likely atelectasis. Cardiomediastinal silhouette is stable.",0.17647058823529413,0.17647058823529413,0.16216216216216214
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/104_2.jpg,The patient is status post median sternotomy and mitral valve replacement. Heart size is normal. Cardiomediastinal silhouette and hilar contours are unremarkable. Lungs are clear. No pleural effusion or pneumothorax is identified. No acute osseous abnormalities are seen.,ok,,"There is no focal consolidation, pleural effusion, or pneumothorax. Lung volumes are low, likely due to recent procedure. There are linear opacities at the right base, likely atelectasis. Cardiomediastinal silhouette is stable.",0.30303030303030304,0.30303030303030304,0.28571428571428575
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/104_3.jpg,The heart size is normal. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"There is no focal consolidation, pleural effusion, or pneumothorax. Lung volumes are low, likely due to recent procedure. There are linear opacities at the right base, likely atelectasis. Cardiomediastinal silhouette is stable.",0.19354838709677422,0.19354838709677422,0.17647058823529413
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/104_4.jpg,The heart size is normal. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"There is no focal consolidation, pleural effusion, or pneumothorax. Lung volumes are low, likely due to recent procedure. There are linear opacities at the right base, likely atelectasis. Cardiomediastinal silhouette is stable.",0.19354838709677422,0.19354838709677422,0.17647058823529413
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/104_5.jpg,The heart size is normal. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"There is no focal consolidation, pleural effusion, or pneumothorax. Lung volumes are low, likely due to recent procedure. There are linear opacities at the right base, likely atelectasis. Cardiomediastinal silhouette is stable.",0.19354838709677422,0.19354838709677422,0.17647058823529413
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/105_1.jpg,The heart size is top normal. The mediastinal and hilar contours are unremarkable. The pulmonary vascularity is normal. The lungs are clear. No pleural effusion or pneumothorax is present. No acute osseous abnormality is seen.,ok,,"The cardiac silhouette size is unchanged, top normal in size. The mediastinal and hilar contours are within normal limits given the low lung volumes. Bronchovascular crowding is present, but no overt pulmonary edema is noted. No focal consolidation, pleural effusion or pneumothorax is definitely seen. There is likely minimal atelectasis in the lung bases. No acute osseous abnormality is visualized.",0.5333333333333333,0.4888888888888889,0.39215686274509803
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/105_2.jpg,The heart size is top normal. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"The cardiac silhouette size is unchanged, top normal in size. The mediastinal and hilar contours are within normal limits given the low lung volumes. Bronchovascular crowding is present, but no overt pulmonary edema is noted. No focal consolidation, pleural effusion or pneumothorax is definitely seen. There is likely minimal atelectasis in the lung bases. No acute osseous abnormality is visualized.",0.409090909090909,0.409090909090909,0.39215686274509803
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/105_3.jpg,The heart size is top normal. The mediastinal and hilar contours are unremarkable. There is no pulmonary vascular congestion. Lungs are clear without focal consolidation. No pleural effusion or pneumothorax is identified. No acute osseous abnormality is seen.,ok,,"The cardiac silhouette size is unchanged, top normal in size. The mediastinal and hilar contours are within normal limits given the low lung volumes. Bronchovascular crowding is present, but no overt pulmonary edema is noted. No focal consolidation, pleural effusion or pneumothorax is definitely seen. There is likely minimal atelectasis in the lung bases. No acute osseous abnormality is visualized.",0.5217391304347826,0.47826086956521735,0.4230769230769231
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/105_4.jpg,The heart size is mildly enlarged. The mediastinal and hilar contours are unremarkable. There is no pulmonary edema. Lungs are clear without focal consolidation. No pleural effusion or pneumothorax is identified. No acute osseous abnormality is seen.,ok,,"The cardiac silhouette size is unchanged, top normal in size. The mediastinal and hilar contours are within normal limits given the low lung volumes. Bronchovascular crowding is present, but no overt pulmonary edema is noted. No focal consolidation, pleural effusion or pneumothorax is definitely seen. There is likely minimal atelectasis in the lung bases. No acute osseous abnormality is visualized.",0.5333333333333333,0.5333333333333333,0.47058823529411764
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/105_5.jpg,"The heart size is mildly enlarged. The mediastinal contours are unremarkable. There is no pulmonary edema. Streaky opacities in the lung bases bilaterally are compatible with atelectasis. No focal consolidation, pleural effusion or pneumothorax is identified. Multiple remote bilateral rib fractures are present.",ok,,"The cardiac silhouette size is unchanged, top normal in size. The mediastinal and hilar contours are within normal limits given the low lung volumes. Bronchovascular crowding is present, but no overt pulmonary edema is noted. No focal consolidation, pleural effusion or pneumothorax is definitely seen. There is likely minimal atelectasis in the lung bases. No acute osseous abnormality is visualized.",0.44897959183673464,0.40816326530612246,0.339622641509434
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/106_1.jpg,The heart size is mildly enlarged. The hilar and mediastinal contours are normal. The lungs are well expanded and clear. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"Frontal and lateral chest radiograph demonstrates hypoinflated lungs with crowding of vasculature and left lower lobe atelectasis. No pleural effusion or pneumothorax. Heart size, mediastinal contour, and hila are unremarkable. Left chest pacer defibrillator device leads are intact and in appropriate position within the right atrium and right ventricle. Limited assessment of the abdomen demonstrates 2 biliary stents. No free intraperitoneal air.",0.2692307692307692,0.2692307692307692,0.19047619047619047
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/106_2.jpg,The heart size is normal. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"Frontal and lateral chest radiograph demonstrates hypoinflated lungs with crowding of vasculature and left lower lobe atelectasis. No pleural effusion or pneumothorax. Heart size, mediastinal contour, and hila are unremarkable. Left chest pacer defibrillator device leads are intact and in appropriate position within the right atrium and right ventricle. Limited assessment of the abdomen demonstrates 2 biliary stents. No free intraperitoneal air.",0.24000000000000002,0.24000000000000002,0.16393442622950818
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/106_3.jpg,Severe cardiomegaly is present. The aorta is tortuous. There is mild pulmonary edema. Small bilateral pleural effusions are noted. No pneumothorax is identified. Multiple clips are seen within the neck.,ok,,"Frontal and lateral chest radiograph demonstrates hypoinflated lungs with crowding of vasculature and left lower lobe atelectasis. No pleural effusion or pneumothorax. Heart size, mediastinal contour, and hila are unremarkable. Left chest pacer defibrillator device leads are intact and in appropriate position within the right atrium and right ventricle. Limited assessment of the abdomen demonstrates 2 biliary stents. No free intraperitoneal air.",0.08163265306122448,0.08163265306122448,0.06896551724137931
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/106_4.jpg,"The heart is mildly enlarged. The mediastinal and hilar contours are unremarkable. There is no pulmonary edema. Lungs are hyperinflated with flattening of the diaphragms, suggestive of COPD. No focal consolidation, pleural effusion or pneumothorax is present. There are no acute osseous abnormalities.",ok,,"Frontal and lateral chest radiograph demonstrates hypoinflated lungs with crowding of vasculature and left lower lobe atelectasis. No pleural effusion or pneumothorax. Heart size, mediastinal contour, and hila are unremarkable. Left chest pacer defibrillator device leads are intact and in appropriate position within the right atrium and right ventricle. Limited assessment of the abdomen demonstrates 2 biliary stents. No free intraperitoneal air.",0.17857142857142855,0.17857142857142855,0.14492753623188406
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/106_5.jpg,The heart size is top normal. The mediastinal and hilar contours are unremarkable. There is no pulmonary vascular congestion. Lungs are clear without focal consolidation. No pleural effusion or pneumothorax is present. No acute osseous abnormality is seen.,ok,,"Frontal and lateral chest radiograph demonstrates hypoinflated lungs with crowding of vasculature and left lower lobe atelectasis. No pleural effusion or pneumothorax. Heart size, mediastinal contour, and hila are unremarkable. Left chest pacer defibrillator device leads are intact and in appropriate position within the right atrium and right ventricle. Limited assessment of the abdomen demonstrates 2 biliary stents. No free intraperitoneal air.",0.22222222222222224,0.22222222222222224,0.1846153846153846
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/107_1.jpg,The heart size is mildly enlarged. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"In comparison with study of ___, there is no convincing evidence of pneumothorax. The patient has taken a mildly better inspiration. Substantial atelectatic changes are again seen at the bases, especially above the left hemidiaphragm and in the right mid zone.",0.06451612903225808,0.06451612903225808,0.05555555555555556
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/107_2.jpg,There is moderate cardiomegaly. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"In comparison with study of ___, there is no convincing evidence of pneumothorax. The patient has taken a mildly better inspiration. Substantial atelectatic changes are again seen at the bases, especially above the left hemidiaphragm and in the right mid zone.",0.06666666666666667,0.06666666666666667,0.05714285714285714
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/107_3.jpg,The heart size is normal. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"In comparison with study of ___, there is no convincing evidence of pneumothorax. The patient has taken a mildly better inspiration. Substantial atelectatic changes are again seen at the bases, especially above the left hemidiaphragm and in the right mid zone.",0.0689655172413793,0.0689655172413793,0.06060606060606061
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/107_4.jpg,The heart size is normal. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"In comparison with study of ___, there is no convincing evidence of pneumothorax. The patient has taken a mildly better inspiration. Substantial atelectatic changes are again seen at the bases, especially above the left hemidiaphragm and in the right mid zone.",0.0689655172413793,0.0689655172413793,0.06060606060606061
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/107_5.jpg,"The patient is status post median sternotomy and CABG. The heart size is normal. The aorta is mildly tortuous. The hilar contours are within normal limits. Consolidative opacities are noted within the left lung base, as well as within the left upper lobe, findings concerning for multifocal pneumonia. No pleural effusion or pneumothorax is identified. No acute osseous abnormalities are seen.",ok,,"In comparison with study of ___, there is no convincing evidence of pneumothorax. The patient has taken a mildly better inspiration. Substantial atelectatic changes are again seen at the bases, especially above the left hemidiaphragm and in the right mid zone.",0.06451612903225808,0.06451612903225808,0.05555555555555556
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/108_1.jpg,The cardiomediastinal and hilar contours are normal. There is no pleural effusion or pneumothorax. Lungs are well-expanded and clear without focal consolidation concerning for pneumonia. Pulmonary vasculature is within normal limits.,ok,,"Cardiac silhouette size is normal. Mediastinal and hilar contours are within normal limits. Pulmonary vasculature is not engorged. Linear and streaky bibasilar opacities are compatible with areas of subsegmental atelectasis. No focal consolidation, pleural effusion or pneumothorax is identified. No acute osseous abnormality is visualized.",0.5365853658536586,0.48780487804878053,0.4166666666666667
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/108_2.jpg,The heart size is normal. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"Cardiac silhouette size is normal. Mediastinal and hilar contours are within normal limits. Pulmonary vasculature is not engorged. Linear and streaky bibasilar opacities are compatible with areas of subsegmental atelectasis. No focal consolidation, pleural effusion or pneumothorax is identified. No acute osseous abnormality is visualized.",0.4,0.4,0.3043478260869565
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/108_3.jpg,The cardiac silhouette size is normal. The aorta is mildly tortuous. Mediastinal and hilar contours are otherwise unremarkable. Lungs are clear. No pleural effusion or pneumothorax is seen. No acute osseous abnormality is identified.,ok,,"Cardiac silhouette size is normal. Mediastinal and hilar contours are within normal limits. Pulmonary vasculature is not engorged. Linear and streaky bibasilar opacities are compatible with areas of subsegmental atelectasis. No focal consolidation, pleural effusion or pneumothorax is identified. No acute osseous abnormality is visualized.",0.5454545454545454,0.5454545454545454,0.52
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/108_4.jpg,The cardiomediastinal and hilar contours are normal. There is no pleural effusion or pneumothorax. The lungs are well expanded and clear without focal consolidation. Pulmonary vasculature is within normal limits.,ok,,"Cardiac silhouette size is normal. Mediastinal and hilar contours are within normal limits. Pulmonary vasculature is not engorged. Linear and streaky bibasilar opacities are compatible with areas of subsegmental atelectasis. No focal consolidation, pleural effusion or pneumothorax is identified. No acute osseous abnormality is visualized.",0.5365853658536586,0.48780487804878053,0.4166666666666667
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/108_5.jpg,The heart size is normal. The hilar and mediastinal contours are normal. The lungs are clear without evidence of focal consolidations concerning for pneumonia. There is no pleural effusion or pneumothorax. The visualized osseous structures are unremarkable.,ok,,"Cardiac silhouette size is normal. Mediastinal and hilar contours are within normal limits. Pulmonary vasculature is not engorged. Linear and streaky bibasilar opacities are compatible with areas of subsegmental atelectasis. No focal consolidation, pleural effusion or pneumothorax is identified. No acute osseous abnormality is visualized.",0.4,0.4,0.3043478260869565
/data3/scratch/rajiv/cxr_gen_thesis/cxr_gen_diff/outputs/roentgen/atelectasis/109_1.jpg,Heart size is normal. Cardiomediastinal silhouette and hilar contours are unremarkable. Lung volumes are low. There is mild bibasilar atelectasis. Lungs are otherwise clear. Pleural surfaces are clear without effusion or pneumothorax. There is gaseous distention of the stomach.,ok,,"The trachea is poorly delineated. Allowing for this, the tip of the ET tube lies approximately 4.6 cm above the carina. An NG type tube is present, extending beneath the diaphragm, off the film. A right IJ central line is again seen, tip overlying mid SVC. The cardiomediastinal silhouette is unchanged. Allowing for low lung volumes, no definite CHF. Bibasilar atelectasis. No gross effusion. No pneumothorax detected.",0.24999999999999994,0.20833333333333331,0.1886792452830189
